x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.08199999999999996,0.9756,0.06240000000000001,0.044399999999999995,0.03600000000000003,0.15480000000000005,0.04159999999999997,0.04200000000000004,0.08840000000000003,0.07320000000000004,0.05920000000000003
0.0676,0.9792,0.06440000000000001,0.04679999999999995,0.03400000000000003,0.04159999999999997,0.11360000000000003,0.05600000000000005,0.07920000000000005,0.03359999999999996,0.03200000000000003
0.9908,0.9836,0.03080000000000005,0.04200000000000004,0.041200000000000014,0.09719999999999995,0.05479999999999996,0.0232,0.06240000000000001,0.05359999999999998,0.10760000000000003
0.0776,0.9768,0.05400000000000005,0.05800000000000005,0.06599999999999995,0.05279999999999996,0.050000000000000044,0.05800000000000005,0.04920000000000002,0.04800000000000004,0.052000000000000046
0.06000000000000005,0.9788,0.0504,0.04039999999999999,0.05279999999999996,0.05120000000000002,0.040000000000000036,0.05479999999999996,0.07199999999999995,0.04200000000000004,0.04959999999999998
0.07479999999999998,0.9784,0.04720000000000002,0.045599999999999974,0.047599999999999976,0.04200000000000004,0.05479999999999996,0.09160000000000001,0.045599999999999974,0.04920000000000002,0.04479999999999995
0.07399999999999995,0.9868,0.043200000000000016,0.05359999999999998,0.04239999999999999,0.05520000000000003,0.050799999999999956,0.04600000000000004,0.05120000000000002,0.06120000000000003,0.036800000000000055
0.10599999999999998,0.9764,0.08360000000000001,0.053200000000000025,0.07320000000000004,0.0524,0.05600000000000005,0.09399999999999997,0.11760000000000004,0.06000000000000005,0.05159999999999998
0.6639999999999999,0.9904,0.04200000000000004,0.04479999999999995,0.03600000000000003,0.04679999999999995,0.04679999999999995,0.038000000000000034,0.36160000000000003,0.04239999999999999,0.059599999999999986
0.18279999999999996,0.976,0.04720000000000002,0.12639999999999996,0.09919999999999995,0.05400000000000005,0.04200000000000004,0.04039999999999999,0.05400000000000005,0.04279999999999995,0.06359999999999999
0.10040000000000004,0.9772,0.04479999999999995,0.04159999999999997,0.056400000000000006,0.0696,0.062000000000000055,0.062000000000000055,0.06599999999999995,0.04520000000000002,0.060799999999999965
0.9856,0.9724,0.03959999999999997,0.03280000000000005,0.03480000000000005,0.04679999999999995,0.05400000000000005,0.045599999999999974,0.05520000000000003,0.0524,0.03359999999999996
0.11599999999999999,0.9696,0.07999999999999996,0.05720000000000003,0.05479999999999996,0.04239999999999999,0.05840000000000001,0.09399999999999997,0.053200000000000025,0.03959999999999997,0.04079999999999995
0.9792,0.9624,0.06040000000000001,0.06520000000000004,0.06320000000000003,0.047599999999999976,0.05159999999999998,0.07399999999999995,0.07240000000000002,0.06559999999999999,0.06040000000000001
0.0464,0.9828,0.03639999999999999,0.09640000000000004,0.052000000000000046,0.06479999999999997,0.060799999999999965,0.052000000000000046,0.04600000000000004,0.05800000000000005,0.06599999999999995
0.9784,0.9644,0.060799999999999965,0.12680000000000002,0.036800000000000055,0.04520000000000002,0.07320000000000004,0.13280000000000003,0.04039999999999999,0.05400000000000005,0.0484
0.057599999999999985,0.9796,0.057599999999999985,0.04679999999999995,0.053200000000000025,0.05920000000000003,0.0948,0.04959999999999998,0.04600000000000004,0.04200000000000004,0.07199999999999995
0.9856,0.9776,0.036800000000000055,0.06159999999999999,0.04720000000000002,0.04039999999999999,0.1068,0.03520000000000001,0.04720000000000002,0.03920000000000001,0.041200000000000014
