z,x5,St,Sh,lb,ub
0.9795918367346939,0.0,0.6765336769423624,0.6180587619455659,0.5638132459864297,0.6729699082101455
1.1020408163265307,0.0,0.614002397922453,0.55341496014015,0.4995392535737866,0.6103402921274493
1.2244897959183674,0.0,0.5553741158215912,0.4946644011380051,0.4438075611685666,0.5509185484573141
1.346938775510204,0.0,0.5012341864350016,0.4426739674675538,0.395397989948462,0.4971665827398802
1.4693877551020407,0.0,0.45176301890092607,0.3974014797171204,0.3544804736695818,0.4482791685053794
1.5918367346938775,0.0,0.4068889819877599,0.3581802097382968,0.31880948276595644,0.4044669057814121
1.7142857142857142,0.0,0.3663923659072127,0.32401593504160475,0.2872473285533912,0.36717393013387917
1.836734693877551,0.0,0.3299740518075175,0.2938370973426652,0.257413345891481,0.3344148246128679
1.9591836734693877,0.0,0.297299730200999,0.2666709954744593,0.2291713881285339,0.30598994498644516
2.0816326530612246,0.0,0.2680275835754766,0.2417430858501173,0.20251898252221803,0.2810826178664426
2.2040816326530615,0.0,0.24182497549164284,0.21851108881664585,0.17764411259779417,0.2592480821952775
2.326530612244898,0.0,0.21837793711043696,0.1966521186372158,0.1549301936164027,0.23858283565027444
2.4489795918367347,0.0,0.19739600687736303,0.1760217963901711,0.13410980536962322,0.2194722937543238
2.571428571428571,0.0,0.17861412893081474,0.15660158964514181,0.11554725803861383,0.2010993286269269
2.693877551020408,0.0,0.1617927388315683,0.13844634872187653,0.09894429451066723,0.18322066503070253
2.816326530612245,0.0,0.146716777005079,0.1216395198780428,0.08408027011818299,0.16573779018854304
2.9387755102040813,0.0,0.13319411061096909,0.10625962020366655,0.07105446370939486,0.14915858182599154
3.0612244897959187,0.0,0.12105367166206926,0.09235863070279789,0.05989480359987427,0.13400594034183078
3.183673469387755,0.0,0.11014350463806444,0.07995106609352555,0.05016635398964963,0.1196720429029635
3.3061224489795915,0.0,0.10032884132788833,0.06901148677454508,0.041874727029688155,0.10651515866875982
3.4285714285714284,0.0,0.09149027123816134,0.059477916243621254,0.03502275210031375,0.09493411600351796
3.5510204081632653,0.0,0.08352204392709228,0.05125878502349892,0.029240537406915134,0.08503330040957013
3.673469387755102,0.0,0.07633051923364209,0.044241435211163464,0.02442098661752773,0.0765387152423549
3.795918367346939,0.0,0.06983276866239496,0.0383007302089188,0.020400687423517163,0.06914767298259773
3.9183673469387754,0.0,0.06395532353745204,0.03330681497587971,0.017130567270572602,0.06303910705685162
4.040816326530612,0.0,0.05863306120122491,0.02913150144529576,0.014485296701033063,0.058341474501256055
4.163265306122449,0.0,0.05380821833490468,0.025653084861460916,0.012172446588660598,0.0541330725952726
4.285714285714286,0.0,0.04942951963572906,0.02275962702360253,0.01034256804641719,0.05089254223713471
4.408163265306123,0.0,0.045451410083599875,0.020350883359041567,0.008855052552518365,0.04782020381150174
4.530612244897959,0.0,0.0418333795241671,0.018339120611492676,0.007629355709913591,0.04507062680507628
4.653061224489796,0.0,0.038539369063770534,0.016649090364252352,0.006594485303585215,0.04271241195777489
4.775510204081632,0.0,0.03553724966964489,0.01521740852319305,0.005725353435606613,0.040489648763520465
4.8979591836734695,0.0,0.03279836430565308,0.01399155687537137,0.004997756555589968,0.03855625638255374
5.020408163265307,0.0,0.03029712585394695,0.012928680806892067,0.0044283785691577385,0.03672515389032087
5.142857142857142,0.0,0.028010663944063263,0.011994314614089091,0.003938220765839247,0.034890039638920164
5.26530612244898,0.0,0.025918514615959065,0.01116112707370477,0.003529326540044876,0.033280782281608697
5.387755102040816,0.0,0.024002347475028718,0.010407747332518834,0.003188949992088135,0.031647695309106855
5.510204081632653,0.0,0.022245725654018167,0.00971770546254129,0.0028684731491579346,0.029793198211833773
5.63265306122449,0.0,0.020633894481402404,0.009078502940537374,0.002597422825096276,0.028210235302557923
5.755102040816326,0.0,0.01915359527279692,0.008480815031666538,0.0023539449744937775,0.02672876449778461
5.877551020408163,0.0,0.017792901116915005,0.007917818526700121,0.00213690671267641,0.025289965764963025
6.0,0.0,0.01654107192646359,0.0073846334073212035,0.0019233730026723681,0.023794446676062023
