y,x,fh,f0
-3.0,-1,0.03828818957651829,0.00026766045152977074
-2.877551020408163,-1,0.03881274558128117,0.0006918184300361676
-2.7551020408163263,-1,0.03952147364600652,0.0016840432173193653
-2.63265306122449,-1,0.04054183880128174,0.0038607130318164735
-2.5102040816326534,-1,0.04202687203986556,0.008335564079999455
-2.387755102040816,-1,0.04415192280964146,0.016949451609085262
-2.2653061224489797,-1,0.04710522361579443,0.03245857819345992
-2.1428571428571432,-1,0.05107027173736198,0.05854051205832145
-2.0204081632653064,-1,0.056201126607312156,0.09943441558831435
-1.8979591836734695,-1,0.06259813552605421,0.15906334756766746
-1.7755102040816324,-1,0.07029894448087569,0.23963855637757314
-1.6530612244897958,-1,0.07930178936692998,0.3400137304506487
-1.5306122448979593,-1,0.08962797264226201,0.45434881474994604
-1.4081632653061222,-1,0.10140378640558587,0.5717886465425391
-1.2857142857142856,-1,0.11490467049950703,0.6776958715135752
-1.1632653061224492,-1,0.13048451757794333,0.7564623822650111
-1.0408163265306125,-1,0.14835770131431308,0.7952304773970785
-0.9183673469387756,-1,0.16832739649396825,0.7873210810706174
-0.7959183673469388,-1,0.189681273520118,0.7341147127212269
-0.6734693877551021,-1,0.21148513656924187,0.6446576784812313
-0.5510204081632653,-1,0.23310421832442038,0.5331477437680671
-0.4285714285714286,-1,0.254323853805465,0.415259116230401
-0.30612244897959173,-1,0.2748852928042783,0.30460986135806156
-0.18367346938775486,-1,0.29359267616299894,0.21043691503785986
-0.06122448979591866,-1,0.3076547798347389,0.13691564540498904
0.06122448979591866,-1,0.3132378054638063,0.08389525788612051
0.18367346938775508,-1,0.3071236537667254,0.048414442214435104
0.3061224489795915,-1,0.28861230472925387,0.026312713433075847
0.4285714285714284,-1,0.2603645679821658,0.0134681989504605
0.5510204081632653,-1,0.2273596984278302,0.0064924198097108775
0.6734693877551021,-1,0.19459210745415176,0.0029475206013318787
0.795918367346939,-1,0.16538003457942668,0.0012602603945957261
0.9183673469387754,-1,0.14106428990937214,0.0005074776394345195
1.0408163265306118,-1,0.12159447870708234,0.00019245390067809686
1.1632653061224492,-1,0.10627208343345249,6.873686309086508e-5
1.2857142857142856,-1,0.09429189136329018,2.3120961110946467e-5
1.408163265306123,-1,0.0849899154640046,7.3244537634498355e-6
1.530612244897959,-1,0.0778627634362728,2.1852331709871463e-6
1.6530612244897958,-1,0.07250670189258662,6.140072663473746e-7
1.7755102040816324,-1,0.06856913709553752,1.6248093931698506e-7
1.8979591836734695,-1,0.06572693682153105,4.0493425347145466e-8
2.020408163265307,-1,0.0636806845430689,9.504292501904869e-9
2.1428571428571423,-1,0.06215405996021374,2.1009139061928737e-9
2.2653061224489797,-1,0.060894215207957576,4.373709175565978e-10
2.387755102040816,-1,0.05967439784495209,8.575209356298137e-11
2.5102040816326534,-1,0.058300300415946166,1.583407674938117e-11
2.63265306122449,-1,0.05661905820608008,2.7535561915675585e-12
2.7551020408163263,-1,0.05452797107557144,4.5097069897557907e-13
2.8775510204081627,-1,0.05197994026708152,6.955941020625898e-14
3.0,-1,0.048983555290976616,1.0104542167073785e-14
-3.0,1,0.03563590973786799,1.0104542167073785e-14
-2.877551020408163,1,0.03615849390969437,6.955941020625849e-14
-2.7551020408163263,1,0.03687601351474896,4.5097069897557907e-13
-2.63265306122449,1,0.03791134514256844,2.7535561915675585e-12
-2.5102040816326534,1,0.03941129442955871,1.583407674938117e-11
-2.387755102040816,1,0.0415434566088088,8.575209356298137e-11
-2.2653061224489797,1,0.044487293610102376,4.373709175565978e-10
-2.1428571428571432,1,0.048417716677795444,2.1009139061928514e-9
-2.0204081632653064,1,0.05348254675994052,9.504292501904935e-9
-1.8979591836734695,1,0.0597814215020215,4.0493425347145466e-8
-1.7755102040816324,1,0.06736064871579549,1.6248093931698506e-7
-1.6530612244897958,1,0.07624015462588155,6.140072663473746e-7
-1.5306122448979593,1,0.08647825423094076,2.1852331709871463e-6
-1.4081632653061222,1,0.09825367964499762,7.3244537634499016e-6
-1.2857142857142856,1,0.11190823378652376,2.3120961110946467e-5
-1.1632653061224492,1,0.12787423606123854,6.873686309086508e-5
-1.0408163265306125,1,0.14644992056523756,0.00019245390067809548
-0.9183673469387756,1,0.16750407045029536,0.0005074776394345191
-0.7959183673469388,1,0.19033978152373582,0.0012602603945957283
-0.6734693877551021,1,0.2139791809175119,0.0029475206013318787
-0.5510204081632653,1,0.23769706248054054,0.0064924198097108775
-0.4285714285714286,1,0.26116385519258994,0.013468198950460485
-0.30612244897959173,1,0.2840012489348372,0.026312713433075823
-0.18367346938775486,1,0.3048709388671666,0.04841444221443517
-0.06122448979591866,1,0.3207992456738826,0.08389525788612051
0.06122448979591866,1,0.3277316266582058,0.13691564540498904
0.18367346938775508,1,0.3221996317890239,0.21043691503786
0.3061224489795915,1,0.30332715717815373,0.30460986135806145
0.4285714285714284,1,0.27384665807247827,0.41525911623040085
0.5510204081632653,1,0.2390608457547949,0.5331477437680671
0.6734693877551021,1,0.204334536780136,0.6446576784812313
0.795918367346939,1,0.1732470521012564,0.7341147127212271
0.9183673469387754,1,0.1472669914460949,0.7873210810706174
1.0408163265306118,1,0.12637200003069246,0.7952304773970786
1.1632653061224492,1,0.10983947318279538,0.7564623822650111
1.2857142857142856,1,0.09682755687460468,0.6776958715135752
1.408163265306123,1,0.0866399282245231,0.5717886465425385
1.530612244897959,1,0.07874649446325797,0.45434881474994626
1.6530612244897958,1,0.07272075442397474,0.3400137304506487
1.7755102040816324,1,0.06819130796866714,0.23963855637757314
1.8979591836734695,1,0.06482100083039882,0.15906334756766746
2.020408163265307,1,0.06230161438715786,0.09943441558831417
