"y1","x1","f0","fh"
-3,-2,0.0248334935254315,0.00413496884257943
-2.87755102040816,-2,0.039082671600639,0.0070478764411442
-2.75510204081633,-2,0.0594112504657475,0.0116654134308784
-2.63265306122449,-2,0.0872350811227471,0.0187442601317259
-2.51020408163265,-2,0.123723350150618,0.0292308127527065
-2.38775510204082,-2,0.169492388233752,0.0442286775687303
-2.26530612244898,-2,0.224278040542065,0.0649160100750953
-2.14285714285714,-2,0.286656195820043,0.0924032800303617
-2.02040816326531,-2,0.353894602613384,0.127532955186272
-1.89795918367347,-2,0.42201177718359,0.170638811731543
-1.77551020408163,-2,0.48608613002922,0.221301244015763
-1.6530612244898,-2,0.540804022372887,0.278150913843297
-1.53061224489796,-2,0.581171920632847,0.338779978740195
-1.40816326530612,-2,0.603263930269081,0.399812462505778
-1.28571428571429,-2,0.604850607618722,0.457160991041793
-1.16326530612245,-2,0.585769708200604,0.506459404129001
-1.04081632653061,-2,0.547953522873249,0.543618460523635
-0.918367346938776,-2,0.49510642648475,0.565416474473819
-0.795918367346939,-2,0.432107127170781,0.570016550458025
-0.673469387755102,-2,0.364269090776673,0.557296007550873
-0.551020408163265,-2,0.296613722885226,0.528874704942558
-0.428571428571429,-2,0.233291107052711,0.487752183781139
-0.306122448979592,-2,0.177232414537332,0.437577097499995
-0.183673469387755,-2,0.130054729556436,0.381829665294723
-0.0612244897959187,-2,0.0921822220353721,0.323417472107233
0.0612244897959187,-2,0.063111168427664,0.26494232569016
0.183673469387755,-2,0.0417352764811923,0.209178108200746
0.306122448979592,-2,0.0266586648695362,0.158978493676081
0.428571428571428,-2,0.0164479403128552,0.116530700899735
0.551020408163265,-2,0.00980218000564383,0.0826999095181868
0.673469387755102,-2,0.00564250369061718,0.0570461320390923
0.795918367346939,-2,0.00313732171926446,0.0383467759010716
0.918367346938775,-2,0.00168493940214011,0.025147545172192
1.04081632653061,-2,0.000874072672908499,0.0160919232608524
1.16326530612245,-2,0.000437974499413689,0.0100469436081531
1.28571428571429,-2,0.000211976703095331,0.00612117101433458
1.40816326530612,-2,9.90981318706706e-05,0.00364145401143909
1.53061224489796,-2,4.4748741707739e-05,0.00211767896364043
1.6530612244898,-2,1.95179505887521e-05,0.00120591086711736
1.77551020408163,-2,8.22291169744103e-06,0.000673793984489163
1.89795918367347,-2,3.34622442511557e-06,0.000370227247701733
2.02040816326531,-2,1.31529306211657e-06,0.000200500402852889
2.14285714285714,-2,4.99376406322647e-07,0.00010724394814126
2.26530612244898,-2,1.83135077299781e-07,5.67566353869138e-05
2.38775510204082,-2,6.48713713064799e-08,2.97619931010045e-05
2.51020408163265,-2,2.21958942470817e-08,1.54799636783123e-05
2.63265306122449,-2,7.33550878221985e-09,7.99279833794653e-06
2.75510204081633,-2,2.34167091529742e-09,4.10021397255219e-06
2.87755102040816,-2,7.22037091766585e-10,2.09220444633342e-06
3,-2,2.15045906889558e-10,1.06404987291352e-06
-3,-1.91836734693878,0.0201353562018083,0.00412958847035118
-2.87755102040816,-1.91836734693878,0.0321742229924982,0.00703866775440968
-2.75510204081633,-1.91836734693878,0.0496586426054062,0.0116501145148256
-2.63265306122449,-1.91836734693878,0.0740320280711456,0.0187195961012775
-2.51020408163265,-1.91836734693878,0.106606203045553,0.0291922401773686
-2.38775510204082,-1.91836734693878,0.148280257046544,0.044170173864985
-2.26530612244898,-1.91836734693878,0.199215080353103,0.0648299769972699
-2.14285714285714,-1.91836734693878,0.258522958717436,0.09228064333096
-2.02040816326531,-1.91836734693878,0.324051510659606,0.127363540226915
-1.89795918367347,-1.91836734693878,0.392343994280666,0.170412050207931
-1.77551020408163,-1.91836734693878,0.458836537587631,0.221007217640583
-1.6530612244898,-1.91836734693878,0.518306916947029,0.277781673371698
-1.53061224489796,-1.91836734693878,0.56552790777984,0.338331010464611
-1.40816326530612,-1.91836734693878,0.596017627278385,0.399284144221025
-1.28571428571429,-1.91836734693878,0.606739393403678,0.456559936641353
-1.16326530612245,-1.91836734693878,0.596600080811783,0.505799799671333
-1.04081632653061,-1.91836734693878,0.56663376325039,0.542923869982947
-0.918367346938776,-1.91836734693878,0.519827936444236,0.56472299834096
-0.795918367346939,-1.91836734693878,0.460632746014741,0.569378075502219
-0.673469387755102,-1.91836734693878,0.394264820233824,0.556790365743203
-0.551020408163265,-1.91836734693878,0.325956219484896,0.528604715132779
-0.428571428571429,-1.91836734693878,0.260296628541058,0.487829680558237
-0.306122448979592,-1.91836734693878,0.20077786875052,0.43807993749186
-0.183673469387755,-1.91836734693878,0.149589517997971,0.382742484002329
-0.0612244897959187,-1.91836734693878,0.107652597142478,0.32459869402896
0.0612244897959187,-1.91836734693878,0.0748317474165177,0.266162357917789
0.183673469387755,-1.91836734693878,0.050244125024962,0.210219203042742
0.306122448979592,-1.91836734693878,0.0325853743437788,0.159724560831303
0.428571428571428,-1.91836734693878,0.0204125925838357,0.116984516815499
0.551020408163265,-1.91836734693878,0.0123512708812283,0.0829354765901072
0.673469387755102,-1.91836734693878,0.00721876911423312,0.0571493566561011
0.795918367346939,-1.91836734693878,0.00407523523430639,0.0383821928223525
0.918367346938775,-1.91836734693878,0.00222218514231386,0.0251529510128223
1.04081632653061,-1.91836734693878,0.00117043101776968,0.0160859947430129
1.16326530612245,-1.91836734693878,0.000595455665331683,0.0100379023796667
1.28571428571429,-1.91836734693878,0.000292611281851399,0.00611234794894111
1.40816326530612,-1.91836734693878,0.000138889919991394,0.00363404577609403
1.53061224489796,-1.91836734693878,6.36778534047719e-05,0.00211195724318509
1.6530612244898,-1.91836734693878,2.81996766085722e-05,0.00120175087286815
1.77551020408163,-1.91836734693878,1.20625150163855e-05,0.000670920699294012
1.89795918367347,-1.91836734693878,4.98390358412403e-06,0.000368335421639972
2.02040816326531,-1.91836734693878,1.98902125107287e-06,0.000199311861065953
2.14285714285714,-1.91836734693878,7.66738446101974e-07,0.000106531547398669
2.26530612244898,-1.91836734693878,2.8549143497561e-07,5.63495532118961e-05
2.38775510204082,-1.91836734693878,1.02677894067638e-07,2.95405999410165e-05
2.51020408163265,-1.91836734693878,3.56696499915646e-08,1.5365780122789e-05
2.63265306122449,-1.91836734693878,1.19690248601493e-08,7.93738848857976e-06
2.75510204081633,-1.91836734693878,3.87932992187243e-09,4.07535424436044e-06
2.87755102040816,-1.91836734693878,1.21448649383253e-09,2.0823266057876e-06
3,-1.91836734693878,3.67254130208041e-10,1.06101653242961e-06
-3,-1.83673469387755,0.0162176051889038,0.00412186951811953
-2.87755102040816,-1.83673469387755,0.02631102703775,0.0070254536152039
-2.75510204081633,-1.83673469387755,0.0412312882477959,0.0116281571128726
-2.63265306122449,-1.83673469387755,0.0624099786073623,0.0186841924570333
-2.51020408163265,-1.83673469387755,0.0912471248920905,0.0291368654982667
-2.38775510204082,-1.83673469387755,0.128861259124501,0.0440861795011448
-2.26530612244898,-1.83673469387755,0.175777619251349,0.0647064526836391
-2.14285714285714,-1.83673469387755,0.231602269892716,0.092104561672024
-2.02040816326531,-1.83673469387755,0.294754246732843,0.127120297966035
-1.89795918367347,-1.83673469387755,0.362339229507724,0.170086485265559
-1.77551020408163,-1.83673469387755,0.430237902884999,0.220585109817555
-1.6530612244898,-1.83673469387755,0.493446423452694,0.27725163944007
-1.53061224489796,-1.83673469387755,0.546650020893594,0.337686608818271
-1.40816326530612,-1.83673469387755,0.584947324085446,0.398525960179766
-1.28571428571429,-1.83673469387755,0.604591690758271,0.455697499598156
-1.16326530612245,-1.83673469387755,0.603594975178791,0.504853471307479
-1.04081632653061,-1.83673469387755,0.582059099759352,0.541927373267707
-0.918367346938776,-1.83673469387755,0.542158881741299,0.563727825254596
-0.795918367346939,-1.83673469387755,0.487780120282432,0.568460793023432
-0.673469387755102,-1.83673469387755,0.423896315851957,0.556061115194246
-0.551020408163265,-1.83673469387755,0.355822341865341,0.528208423090374
-0.428571428571429,-1.83673469387755,0.288499331605494,0.487923460157194
-0.306122448979592,-1.83673469387755,0.225940681807874,0.438773069928861
-0.183673469387755,-1.83673469387755,0.170915749816518,0.384014239296536
-0.0612244897959187,-1.83673469387755,0.124884275963183,0.326252688445111
0.0612244897959187,-1.83673469387755,0.0881396784875158,0.267879212764505
0.183673469387755,-1.83673469387755,0.0600859856413415,0.211694603651703
0.306122448979592,-1.83673469387755,0.0395651615518835,0.160794159304636
0.428571428571428,-1.83673469387755,0.0251646400715952,0.117648922867527
0.551020408163265,-1.83673469387755,0.0154598946031317,0.0832951221554652
0.673469387755102,-1.83673469387755,0.00917403432137829,0.0573223739400379
0.795918367346939,-1.83673469387755,0.00525838303728342,0.0384578391625524
0.918367346938775,-1.83673469387755,0.00291126743244638,0.0251836518659896
1.04081632653061,-1.83673469387755,0.00155686161774408,0.0160976353400085
1.16326530612245,-1.83673469387755,0.000804184961925381,0.0100418526994069
1.28571428571429,-1.83673469387755,0.000401236015927614,0.00611330443129512
1.40816326530612,-1.83673469387755,0.000193366794227816,0.00363392617501222
1.53061224489796,-1.83673469387755,9.00123107993755e-05,0.00211154998730678
1.6530612244898,-1.83673469387755,4.04724924669466e-05,0.00120136773918967
1.77551020408163,-1.83673469387755,1.75774558894701e-05,0.000670661487669041
1.89795918367347,-1.83673469387755,7.37377885414694e-06,0.000368205505284029
2.02040816326531,-1.83673469387755,2.98787363772642e-06,0.000199279821477639
2.14285714285714,-1.83673469387755,1.16942499030345e-06,0.000106558590897434
2.26530612244898,-1.83673469387755,4.42100025802111e-07,5.64032724770021e-05
2.38775510204082,-1.83673469387755,1.61438359665249e-07,2.95993740190871e-05
2.51020408163265,-1.83673469387755,5.69417693806863e-08,1.54180346439386e-05
2.63265306122449,-1.83673469387755,1.93996192386585e-08,7.97876758094001e-06
2.75510204081633,-1.83673469387755,6.38400884337516e-09,4.10571368780998e-06
2.87755102040816,-1.83673469387755,2.02923236251584e-09,2.1034328243563e-06
3,-1.83673469387755,6.23028775801027e-10,1.07513128185151e-06
-3,-1.75510204081633,0.0129753786227219,0.0041110059844278
-2.87755102040816,-1.75510204081633,0.0213733916341625,0.00700685364156323
-2.75510204081633,-1.75510204081633,0.0340067300361648,0.0115972466977003
-2.63265306122449,-1.75510204081633,0.052262999332488,0.0186343485655991
-2.51020408163265,-1.75510204081633,0.077582150225556,0.0290588995676924
-2.38775510204082,-1.75510204081633,0.111241623963522,0.0439679126576513
-2.26530612244898,-1.75510204081633,0.154067435797266,0.064532522856647
-2.14285714285714,-1.75510204081633,0.206106844702319,0.0918566288320937
-2.02040816326531,-1.75510204081633,0.266325040012806,0.126777808754785
-1.89795918367347,-1.75510204081633,0.332406580848663,0.169628107974603
-1.77551020408163,-1.75510204081633,0.400742359985502,0.219990850294494
-1.6530612244898,-1.75510204081633,0.466658215203265,0.27650551144684
-1.53061224489796,-1.75510204081633,0.524892788413416,0.33677959773415
-1.40816326530612,-1.75510204081633,0.57026973324376,0.397458956819322
-1.28571428571429,-1.75510204081633,0.598450266275161,0.45448399309455
-1.16326530612245,-1.75510204081633,0.606615960690828,0.503522192770367
-1.04081632653061,-1.75510204081633,0.593933233912559,0.540525819953302
-0.918367346938776,-1.75510204081633,0.561693563799524,0.562328373381041
-0.795918367346939,-1.75510204081633,0.513096785508065,0.567170765201199
-0.673469387755102,-1.75510204081633,0.452727802929159,0.55503433047766
-0.551020408163265,-1.75510204081633,0.385845166847452,0.527646394990204
-0.428571428571429,-1.75510204081633,0.317634003814581,0.488043590094463
-0.306122448979592,-1.75510204081633,0.252568357155619,0.439725706032657
-0.183673469387755,-1.75510204081633,0.193985342414625,0.385770221008066
-0.0612244897959187,-1.75510204081633,0.143911969975389,0.328541628947449
0.0612244897959187,-1.75510204081633,0.103124758995193,0.270262010865503
0.183673469387755,-1.75510204081633,0.0713784316133771,0.213752105823375
0.306122448979592,-1.75510204081633,0.0477209500808519,0.162298007465297
0.428571428571428,-1.75510204081633,0.0308169169493884,0.118596547348501
0.551020408163265,-1.75510204081633,0.0192223871715108,0.0838216397620318
0.673469387755102,-1.75510204081633,0.0115814644632928,0.0575885710930475
0.795918367346939,-1.75510204081633,0.00673996534336312,0.0385860358897428
0.918367346938775,-1.75510204081633,0.00378869699863764,0.02524616045517
1.04081632653061,-1.75510204081633,0.00205712229202978,0.016130408706085
1.16326530612245,-1.75510204081633,0.00107886815198087,0.0100608405601155
